回数,賞,ID,song_by,歌詞
57,優秀作品賞,182535,ありがとうForever..._by_西内まりや,大きな希望と夢をもって ふるさと離れ ネオンの中 ときめいた心今も忘れない 見たことない世界はまるで 真夜中の眠った遊園地 不安と期待が入り混じる ありがとう ずっとこの想い胸に溢れ続ける 不安や悲しみ大きな壁も きっと乗り越えられる 奇跡のようなあの瞬間に 出逢えたあなたに伝えたい ありがとう これからもよろしくね 同じ時間(とき)を過ごしたくて Forever まだ子供と大人の狭間 出会いと別れの交差点で 時々自分さえも怖くなる ありがとう ずっとこの想い胸に溢れ続ける 不安や悲しみ大きな壁も きっと乗り越えられる 奇跡のようなあの瞬間に 出逢えたあなたに伝えたい ありがとう これからもよろしくね 同じ時間(とき)を過ごしたくて Forever 一秒一秒が 大切な一度の人生だから 時につまずいたっていい 思いきり泣いたっていい ゆっくり 顔あげて 何があったって立ち上がり ふたりで乗り越えていこうよ 一ページずつ物語がほら 生まれていくよ 奇跡のようなあの瞬間に 出逢えたあなたに伝えたい ありがとう これからもよろしくね 同じ時間(とき)を過ごしたくて この想いを届けたくて Forever
57,優秀作品賞,192689,Unfair World_by_三代目 J SOUL BROTHERS from EXILE TRIBE,「あなただけは信じてる」 呟(つぶや)いて君は目を逸(そ)らす 何を見ているの？と 僕が問いかけたなら 「…星を見てる」 そう言った 今日も 忙(せわ)しい 裏切りの街では 夜空に星なんて見えなくて ビルの上の航空障害灯が 点滅するだけなのに 泣いていいんだよ この腕の中 疲れ果てて眠るくらい 泣けばいいさ その哀しみに 触れられない僕は ただ君を抱きしめていよう 人は誰しも 光と影が 交差する世界の果ての 迷える旅人 色褪(いろあ)せてる 朝日昇るまで 一緒に眠りに就(つ)こう In unfair world 希望(ゆめ)の欠片(かけら)捨てるたび 屋上へ君は駆け上がる 涙こぼれないように 九十度に首を曲げて もどかしいほど 空を見る そして 僕は 少し離れた場所で 愛(いと)しさを持て余しながら 心で君を守っているよ それが僕の愛だから 月も星も ひとりきりでは 決して光り輝いたりできはしない 夜の裏側 うつむいた誰かを 太陽が今照らしてる 君になりたい 君になって 何もかも僕が代わりに 乗り越えて行きたい 断ち切ること 出来ないやるせなさを 声が涸(か)れるまで 叫び続けて 明日(あす)はどんな嘘が君を 傷付けるのだろう？ その傷は僕がきっと 塞いでみせるんだ 明日(あす)はどんな闇が君を 苦しめてしまうんだろう？ 君を照らすんだ Cry for your love 泣いていいんだよ この腕の中 疲れ果てて眠るくらい 泣けばいいさ その哀しみに 触れられない僕は ただ君を抱きしめていよう 人は誰しも 光と影が 交差する世界の果ての 迷える旅人 色褪(いろあ)せてる 朝日昇るまで 一緒に眠りに就(つ)こう In unfair world
57,日本レコード大賞,192689,Unfair World_by_三代目 J SOUL BROTHERS from EXILE TRIBE,「あなただけは信じてる」 呟(つぶや)いて君は目を逸(そ)らす 何を見ているの？と 僕が問いかけたなら 「…星を見てる」 そう言った 今日も 忙(せわ)しい 裏切りの街では 夜空に星なんて見えなくて ビルの上の航空障害灯が 点滅するだけなのに 泣いていいんだよ この腕の中 疲れ果てて眠るくらい 泣けばいいさ その哀しみに 触れられない僕は ただ君を抱きしめていよう 人は誰しも 光と影が 交差する世界の果ての 迷える旅人 色褪(いろあ)せてる 朝日昇るまで 一緒に眠りに就(つ)こう In unfair world 希望(ゆめ)の欠片(かけら)捨てるたび 屋上へ君は駆け上がる 涙こぼれないように 九十度に首を曲げて もどかしいほど 空を見る そして 僕は 少し離れた場所で 愛(いと)しさを持て余しながら 心で君を守っているよ それが僕の愛だから 月も星も ひとりきりでは 決して光り輝いたりできはしない 夜の裏側 うつむいた誰かを 太陽が今照らしてる 君になりたい 君になって 何もかも僕が代わりに 乗り越えて行きたい 断ち切ること 出来ないやるせなさを 声が涸(か)れるまで 叫び続けて 明日(あす)はどんな嘘が君を 傷付けるのだろう？ その傷は僕がきっと 塞いでみせるんだ 明日(あす)はどんな闇が君を 苦しめてしまうんだろう？ 君を照らすんだ Cry for your love 泣いていいんだよ この腕の中 疲れ果てて眠るくらい 泣けばいいさ その哀しみに 触れられない僕は ただ君を抱きしめていよう 人は誰しも 光と影が 交差する世界の果ての 迷える旅人 色褪(いろあ)せてる 朝日昇るまで 一緒に眠りに就(つ)こう In unfair world
57,優秀作品賞,194760,愛しのテキーロ_by_氷川きよし,灼熱の嵐のように この胸に燃える 恋心 可愛い 可愛い 可愛い人よ 片時たりとも 忘れない 恋は生き物 魔物のように 僕の理性さえ 越えてしまう 今宵おまえとテキーラ[Te quiero(テ・キエロ)] テキーラ テキーラ すべてを懸けて愛す 掛け値はなしさ 燃えたぎる想いで 身を焼き尽くしそうだよ ついて来い ついて来い 僕はここにいる テキーラの夜 赤い血が流れる身体 熱砂に抱かれて火照る ダメよ ダメよ ダメよとすがる 赤い夕陽を越えてゆく 恋の花道 十六夜時雨(いざよいしぐれ) 咲いて乱れ散る 定めならば せめて一気にテキーラ[Te quiero(テ・キエロ)] テキーラ テキーラ この命ある限り 離しはしない 恋に心溺れ もう後には引けないよ ついて来い ついて来い 僕の決めた道 テキーラの夜 今宵おまえとテキーラ[Te quiero(テ・キエロ)] テキーラ テキーラ すべてを懸けて愛す 掛け値はなしさ 燃えたぎる想いで 身を焼き尽くしそうだよ ついて来い ついて来い 僕はここにいる テキーラの夜 僕の瞳を そらさないで
57,優秀作品賞,179447,お岩木山_by_三山ひろし,山よ！山よ お岩木山よ あの娘のかわりに 聞いてくれ 男の山には 道などないが 歩いたところが 道になる まっくろ日焼けの 顔だけど 心は雪より 白いのさ 山よ！山よ お岩木山よ 世間のかわりに 聞いてくれ 男の俺には 柄でもないが うす紅すがたが いじらしい みちのく小桜 摘む指を きれいに洗おか 谷清水 山よ！山よ お岩木山よ おふくろがわりに 聞いてくれ 男の義理とか 人情などに そっぽを向いてた 俺だけど 人生峠の 苦労坂 越えたらおやじに 似てきたよ
57,優秀作品賞,193479,トリセツ_by_西野カナ,この度はこんな私を選んでくれてどうもありがとう。 ご使用の前にこの取扱説明書をよく読んで ずっと正しく優しく扱ってね。 一点物につき返品交換は受け付けません。 ご了承ください。 急に不機嫌になることがあります。 理由を聞いても 答えないくせに放っとくと怒ります。 いつもごめんね。 でもそんな時は懲りずに とことん付き合ってあげましょう。 定期的に褒めると長持ちします。 爪がキレイとか 小さな変化にも気づいてあげましょう。 ちゃんと見ていて。 でも太ったとか 余計なことは気付かなくていいからね。 もしも少し古くなってきて 目移りする時は ふたりが初めて出逢った あの日を思い出してね。 これからもどうぞよろしくね。 こんな私だけど笑って許してね。 ずっと大切にしてね。 永久保証の私だから。 意外と一輪の花にもキュンとします。 何でも無い日の ちょっとしたプレゼントが効果的です。 センスは大事。 でも短くても下手でも 手紙が一番嬉しいものよ。 もしも涙に濡れてしまったら 優しく拭き取って ギュッと強く抱きしめて あなたにしか直せないから。 これからもどうぞよろしくね。 こんな私だけど笑って頷いて。 ずっと大切にしてね。 永久保証の私だから。 たまには旅行にも連れてって 記念日にはオシャレなディナーを 柄じゃないと言わず カッコよくエスコートして 広い心と深い愛で 全部受け止めて これからもどうぞよろしくね。 こんな私だけど笑って許してね。 ずっと大切にしてね。 永久保証の私だから。
57,優秀作品賞,186185,僕たちは戦わない_by_AKB48,僕たちは戦わない 愛を信じてる 振り上げたその拳 誰も下ろす日が来るよ 憎しみは連鎖する だから今 断ち切るんだ この世界で流れ落ちる涙の総量決ってるなら みんなで分かち合おうか 僕たちは戦わない 明日を信じてる 絶望の雲の下 切れ間に青空 探せ！ 君が思うより 人間(ひと)はやさしい 何もあきらめるな 微笑みは太陽だ 冷えた仲 暖めるよ もし誰かが胸の奥に怒りの理由(わけ)を溜めているなら すべてを聞いてあげよう 僕たちは戦わない 愛を信じてる ただ殴り合っていたって 時間(とき)は解決しないさ たった一つのボタン 掛け違えて 啀(いが)み合った 今日までの不幸 許し合おうよ 僕たちは戦わない 愛を信じてる 振り上げたその拳 誰も下ろす日が来るよ ラララ…(いつか) ラララ…(きっと) ラララ…
57,優秀作品賞,178009,もんだいガール_by_きゃりーぱみゅぱみゅ,だれかを責めるときには 「みんなとちがう」というけど 毎回「みんな」にあてはまる そんなやつなんているのかよ できないことへの憧れを 造り変えてく勇気もなく 足をひっぱるのには夢中 なんてもったいないやいやい ただ恋をしてるだけなの 機械みたいに生きてるわけじゃない あたし もんだいガール 退屈したくないわいわ キミも もんだいがある 普通になんてなれないでしょ あたし もんだいガール？ まともがまともを求めるの？ あたしは もんだいガール もんだいガール もんだいガール キライなことで笑うより ステキなことで泣きたいわ この世が壊れてしまうとき 一緒にいられる人がいる 答えるただリクエストに そんなおりこうになれない じゃまするやつらにキラキラ メイクアップしたいやいやい ただ恋をしてるだけなの 期待に添えない わがままでもない
57,優秀作品賞,183103,大和路の恋_by_水森かおり,涙で綴った 別れの手紙 あなたに届いた 頃でしょう ひとり大和路 淋しさ抱いて 仰ぐ三輪山 季節の風が… 振り向きません あの恋を 胸にしまって 胸にしまって 私は生きる 愛する喜び 切なさつらさ あなたが教えて くれました 花の大和路 桜井の里 人は誰でも 温もり欲しい… 今度の旅が 終わったら きっとあの日に きっとあの日に さよならできる あなたに出逢えて 倖せでした 今なら言えます 心から ひとり大和路 大神(おおみわ)鳥居 時を忘れて 想いはめぐる… いにしえ人の あの和歌(うた)に 夢を重ねて 夢を重ねて 歩いてゆける
57,優秀作品賞,184273,私以外私じゃないの_by_ゲスの極み乙女。,私以外私じゃないの 冴えない顔で泣いちゃった夜を重ねて 絶え間のない暮らしを今日も重ねた 良くなりそうな明日に期待する度に 何度も今日を鏡台の裏に隠した 映る私は何回も瞬きしては 変わる心に簡単に動揺したわ だけど意外と目を瞑った瞬間に 悪くないなって思いながら明日を悟ったんだ 私以外私じゃないの 当たり前だけどね だから報われない気持ちも整理して 生きていたいの 普通でしょう？ 殻を破った気になってる誰かの声がしたけど 殻にこもったはずだった私はもうそこにはいない 私になってみてよ、ねえ 私になってみたいんでしょ？ 声にならない言葉で自分が煙に巻かれた 恥ずかしくて言えないけど 私にしか守れないものを 身を削って紡いだら 案外さ、悪くないかもよ 私以外私じゃないの 当たり前だけどね だから報われない気持ちも整理して 生きていたいと思うのよ 私以外私じゃないの 誰も替われないわ 今日を取り出して逃げないようにして 明日に投げ込んで目を開けたんだ 私以外私じゃないの どうやらあなたもそう 誰も替われないってことみたいね 背を向けて言い合った だから私はもう怖くないんだ 夜更け過ぎを待つわ 今日も報われない気持ちを整理して生きてたいって思うの 息を吸い込んだ
58,優秀作品賞,198591,海の声_by_浦島太郎(桐谷健太),空の声が 聞きたくて 風の声に 耳すませ 海の声が 知りたくて 君の声を 探してる 会えない そう思うほどに 会いたい が大きくなってゆく 川のつぶやき 山のささやき 君の声のように 感じるんだ 目を閉じれば 聞こえてくる 君のコロコロした 笑い声 声に出せば 届きそうで 今日も 歌ってる 海の声にのせて 空の声が 聞きたくて 風の声に 耳すませ 海の声が 知りたくて 君の声を 探してる たとえ僕が おじいさんになっても ここで 歌ってる 君だけを想って 海の声よ 風の声よ 空の声よ 太陽の声よ 川の声よ 山の声よ 僕の声を 乗せてゆけ
58,優秀作品賞,211377,女は抱かれて鮎になる_by_坂本冬美,風が鳴く 雲が啼く 霧に隠れて山が哭く 恋に疲れた 旅ならば 心はとっくに泣いている 湯煙りの 日暮れ里 蝉しぐれ かくれ宿 一日分の 悲しみを 洗い流して 拭きとるけれど 渇き切れない 洗い髪 あなたを今も 恋しがる 抱いて抱いて もう一度 抱かれりゃ 鮎になれるから 夜が鳴く 鳥が啼く 枕濡らして夢が哭く 息を殺して 指を噛み 寝たふりしてても泣いている せせらぎの 川の音 忍び込む 月明かり 一日分の 切なさを なだめすかして 添い寝をしても 帯を解いて 泳ぎたい あなたの胸に つかまって 抱いて抱いて もう一度 抱かれりゃ 鮎になれるから 抱いて抱いて もう一度 抱かれりゃ 鮎になれるから
58,優秀作品賞,204850,最＆高_by_きゃりーぱみゅぱみゅ,最＆高 叶わぬ恋じゃ 最＆高 に意味ないわ 最＆高 すべて飲み込む 最＆高 になりたいの 何十回 何千回の 最高な体験は 目には見えない かけがえのない いつも共に歌う 何千回 何万回の 感動を創り出す ミラクル まるで 魔法みたい それは 偶然なんかじゃない 最＆高 みんなと今日は 最＆高 になりたいわ 最＆高 まさかの夢じゃ 最＆高 になれないの 最＆高 叶わぬ恋じゃ 最＆高 に意味ないわ 最＆高 すべて飲み込む 最＆高 になりたいの 何十回 何千回の 失敗をかみしめて 泣かない 負けない うろたえない 宴会じみてる毎日に 何千回 何万回の 衝撃を創り出す ミラクル まるで 魔法みたい それは 偶然なんかじゃない
58,優秀作品賞,198805,365日の紙飛行機_by_AKB48,朝の空を見上げて 今日という一日が 笑顔でいられるように そっとお願いした 時には雨も降って 涙も溢れるけど 思い通りにならない日は 明日 頑張ろう ずっと見てる夢は 私がもう一人いて やりたいこと 好きなように 自由にできる夢 人生は紙飛行機 願い乗せて飛んで行くよ 風の中を力の限り ただ進むだけ その距離を競うより どう飛んだか どこを飛んだのか それが一番 大切なんだ さあ 心のままに 365日 星はいくつ見えるか 何も見えない夜か 元気が出ない そんな時は 誰かと話そう 人は思うよりも 一人ぼっちじゃないんだ すぐそばのやさしさに 気づかずにいるだけ 人生は紙飛行機 愛を乗せて飛んでいるよ 自信持って広げる羽根を みんなが見上げる 折り方を知らなくても いつのまにか飛ばせるようになる それが希望 推進力だ ああ 楽しくやろう 365日 人生は紙飛行機 願い乗せて飛んで行くよ 風の中を力の限り ただ進むだけ その距離を競うより どう飛んだか どこを飛んだのか それが一番 大切なんだ さあ 心のままに 365日 飛んで行け！ 飛んでみよう！ 飛んで行け！ 飛んでみよう！ 飛んで行け！ 飛んでみよう！
58,優秀作品賞,215180,涙のない世界_by_AAA,ねえ 躊躇いがちな二人 宙を舞う指が そう 触れ合う時 始まりの愛しさを知ったよ ねえ 正解と間違いの曖昧な境界(さかい) そう 踏み越えていてもきっと誰も分からない 君の声に耳を澄ましても 君の笑顔 瞳(め)を凝らしてみても 君の心 触れてみようとしても 君に届きはしない 涙のない世界があるのなら 今すぐに僕を導いて 君がいない未来で一人きり もう二度とめぐり逢えない愛を探してる ねえ 雪の上に刻んだ足跡はまるで そう 時と共に消えてゆく愛しさのようで ねえ 二人で描いてきた想い出の日々が そう 永遠に続くなんて思い上がりだね 叫び声は風に消えてゆく 触れてみても冷めた感触だけ その名前を何度も呼ぶよ いつか君に届く時まで 涙のない世界があるのなら 今更でも君と行きたい 幻覚(まぼろし)でもただの夢でもいい もう一度あの日の君に 微笑んでほしい 当たり前にそこに見えた 景色を雪が白く汚しては消えた 何万回も抱きしめた言葉にも あの日の体温はもう無いよ 色も味も匂いも何もかも 失ったこの街のように I'll be there Forever 君をつつむ風のように 笑顔のない世界を行くのなら このまま君の傍にいたい 幻覚(まぼろし)でもただの夢でもいい もう一度あの日の君に 微笑んでほしい ささやかな花束 風に舞う花びら 君に似てる薫り 儚い想い
58,優秀作品賞,206487,花束を君に_by_宇多田ヒカル,普段からメイクしない君が薄化粧した朝 始まりと終わりの狭間で 忘れぬ約束した 花束を君に贈ろう 愛しい人 愛しい人 どんな言葉並べても 真実にはならないから 今日は贈ろう 涙色の花束を君に 毎日の人知れぬ苦労や淋しみも無く ただ楽しいことばかりだったら 愛なんて知らずに済んだのにな 花束を君に贈ろう 言いたいこと 言いたいこと きっと山ほどあるけど 神様しか知らないまま 今日は贈ろう 涙色の花束を君に 両手でも抱えきれない 眩い風景の数々をありがとう 世界中が雨の日も 君の笑顔が僕の太陽だったよ 今は伝わらなくても 真実には変わりないさ 抱きしめてよ、たった一度 さよならの前に 花束を君に贈ろう 愛しい人 愛しい人 どんな言葉並べても 君を讃えるには足りないから 今日は贈ろう 涙色の花束を君に
58,優秀作品賞,214610,BELIEVE_by_西内まりや,あれから過ごした時間を数えても 繰り返す lonely sad nights 私の心に刻み込まれた 愛を抱いて溢れ出す tonight I'm never gonna cry again... forever この涙をぬぐったら BELIEVE... in myself BELIEVE... in the future I'm never gonna cry again... forever 輝く日が来るから たとえどんなに 辛くても 照らし続けよう In my world あの時秘めた思いを願っても 理想と現実は It's different 逃げ出したくなるほどこの Suffering heart 独りよがりで 溢れ出す tonight I'm never gonna cry again... forever 心に決めた道を BELIEVE... in myself BELIEVE... in the future I'm never gonna cry again... forever 沢山もらった言葉 今大切に 拾い集め 優しい笑顔で Goodbye Tears I'm never gonna cry again 何かを掴むためにはきっと 何かを失って気付く The truth 恐れずに今 立ち向かうの I BELIEVE... in my heart I'm never gonna cry again... forever この涙をぬぐったら BELIEVE... in myself BELIEVE... in the future I'm never gonna cry again... forever 輝く日が来るから 立ちすくんでも 見上げた空は There is always light behind the clouds
58,優秀作品賞,201972,みれん心_by_氷川きよし,嘘のつけない おんなです うぶなわたしの まごころを 知っていながら 憎い人 あれからわたしは 恋おんな いやですね ばかですね 今日もあなたが 恋しくて みれん心の ひとり酒 雨に惨んだ 街あかり おんな泣かせの 横顔が 注いだお酒に また浮かぶ 夢でもいいから もう一度 いやですね ばかですね 逢えるあしたを 信じてる みれん心の 夜が更ける 恋はひと夜で 愛になる そんないろはを 知りながら みんなあげたの 捧げたの はかない恋ほど あとを引く いやですね ばかですね 忘れられなく なりました みれん心の なみだ雨
58,優秀作品賞,213427,ラストシーン_by_いきものがかり,涙がとまらないよ 君に会いたくなる 春のひかりがほら あの日と同じみたいだ ねぇ さよならをもう伝えなくちゃ 君だけがいない 今を生きてく 手を離してしまうんだ 「早く行こう」って君は 僕のこと 困らせて はしゃいで駆け出す いつも追いかけるだけで 君の背中ばかり見ていた 隠してた 涙も知らずに 「わたしは幸せだったよ」 風のように消えてしまう声に慌てて 僕は君の名前を呼んだ 振り返ったその笑顔は 悲しいくらい奇麗だったんだよ 春のなかで 涙がとまらないよ ずっととなりにいた 優しいそのぬくもり 手のひらに残っているんだよ ねぇ そこに君はもういないんだと わかっているのに なんども呼んでしまう 想いをつなぐために その手を握っていたのに いつも君の声は 切なく揺れていたんだ 言葉にできなかった ぜんぶがほら 僕のなかにある 今を生きてく 「どうしてそんな顔で 立ち止まっているの」 君ならば そんなふうに 怒って言うかな ぶつかり傷つくたびに くじけてしまいそうさ でも僕は“これから”を生きなきゃいけない かなわぬこともあったんだ やりきれない悔しさをいくつも越えたよ この街もずいぶん 変わってしまった ふたり歩いた道で 今はひとり空を見上げる 春のなかで 涙がこぼれないように 君を思い出すけど いつも笑ってるんだ 少しずるくないかなぁ ねぇ 僕はあの日から強くなった そうでもないかな 風が笑った さよなら 愛しさを忘れない 涙がとまらないよ もう君に会えないんだね 一緒にすごした日が 遠いひかりになっていく ねぇ それでも僕は行かなくちゃ 君がいなくとも 明日をみつめていく 涙がとまらないよ ずっと好きだったんだ なんど春が来ても ぜんぶ忘れないから ねぇ さよならをもう伝えるよ 君だけがいない 今を生きてく
58,日本レコード大賞,207074,あなたの好きなところ_by_西野カナ,例えばその瞳 くしゃっと笑う目尻 T シャツの匂い ちょっと変なくしゃみ だいたい夢中になると人の話を 聞いてないところ 時々子供みたいに無邪気になって 喜んでるところ 色んなあなたを そばで見つめてるよ いつも一生懸命なとこ 意外と男らしいとこ 友達想いなとこ トマトが嫌いなとこ たまにバカなとこ 人の心配ばかりするけど おせっかいだけど 今日も忘れ物したんでしょ 傘も無くしたんでしょ どんなあなたも 好きだよ 好きだよ スヤスヤ寝息 怪獣みたいないびき いつもおかしなストーリー あなたの夢の中 そんなにイケメンじゃないけど 口うるさいけど優しいところ どんなにケンカをしても最後はいつも 折れてくれるところ あなたで良かった だって面白いもん たまに真剣な顔するとこ 話がちょっとオーバーなとこ お化けを怖がるとこ 急に歌い出すとこ ロマンチストなとこ 何かとかっこつけてるけど 見栄っ張りだけど 少し猫背な後ろ姿 すぐ分かる歩き方 どんなあなたも 好きだよ 好きだよ あなたの良いところ ダメなところも全てを ありのままに愛せるように 隣にいたい いつも真っ直ぐで素直なとこ 要領が少し悪いとこ 家族と仲いいとこ オムレツが好きなとこ 嘘が下手なとこ いい加減なところもあるけど 意地っ張りだけど 今日もそばにいてくれるとこ なんだかんだ言っても こんな私のことを 好きでいてくれるとこ どんなあなたも 好きだよ 好きだよ 好きだよ 好きだよ
58,特別話題賞,216737,PPAP(ペンパイナッポーアッポーペン)_by_ピコ太郎,PPAP I have a pen I have an apple Apple pen！ I have a pen I have a pineapple Pineapple pen！ Applepen...pineapplepen... Pen-Pineapple-Apple-Pen！ Pen-Pineapple-Apple-Pen！
59,優秀作品賞,226410,インフルエンサー_by_乃木坂46,ブンブンブン ブンブンブン ブンブンブン ブンブンブン インフルエンサー (HEY！HEY！HEY！) ブンブンブン ブンブンブン ブンブンブン ブンブンブン インフルエンサー (HEY！HEY！HEY！) いつだって 知らないうちに 僕は見まわしている(何度も) 君がどこで何をしているか 気になってしまうんだ (落ち着かなくなる) 声くらい掛ければいい 誰もが思うだろう(できない) 君がいる場所がわかったら 僕には地図になるんだ 気配以上 会話未満 恋はいつも余所余所(よそよそ)しい 胸騒ぎが聴こえないように 世界から言葉なんか 消えてしまえばいい 地球と太陽みたいに 光と影が生まれて 君を探してばかり 距離は縮まらない (HEY！HEY！HEY！) 重力 引力 惹かれて 1から10まで君次第 存在するだけで 影響 与えてる インフルエンサー ブンブンブン ブンブンブン ブンブンブン ブンブンブン インフルエンサー (HEY！HEY！HEY！) その他(ほか)の誰かなんて 全然 興味ないけど(なぜだか) 君が何を考えてるか 知りたくてしょうがない (振り回されてる) ミュージックやファッションとか 映画や小説とか(何でも) お気に入りのもの 手にすれば 時間を共有できるんだ 外見よりももっと深く 恋は内面 覗くことさ 君らしさに溺れてしまう 切なさがもの足りない 僕は叫んでいる 自転と公転みたいに 意識と愛が回って 君を想い続ける 宇宙の中心さ (HEY！HEY！HEY！) どんなに離れていたって 働き掛けるその力 もし君がいなくなったら 僕は僕じゃなくなる インフルエンサー 地球と太陽みたいに 光と影が生まれて 君を探してばかり 距離は縮まらない (HEY！HEY！HEY！) 重力 引力 惹かれて 1から10まで君次第 存在するだけで 影響 与えてる インフルエンサー ブンブンブン ブンブンブン ブンブンブン ブンブンブン インフルエンサー (HEY！HEY！HEY！) ブンブンブン ブンブンブン ブンブンブン ブンブンブン インフルエンサー (HEY！HEY！HEY！)
59,日本レコード大賞,226410,インフルエンサー_by_乃木坂46,ブンブンブン ブンブンブン ブンブンブン ブンブンブン インフルエンサー (HEY！HEY！HEY！) ブンブンブン ブンブンブン ブンブンブン ブンブンブン インフルエンサー (HEY！HEY！HEY！) いつだって 知らないうちに 僕は見まわしている(何度も) 君がどこで何をしているか 気になってしまうんだ (落ち着かなくなる) 声くらい掛ければいい 誰もが思うだろう(できない) 君がいる場所がわかったら 僕には地図になるんだ 気配以上 会話未満 恋はいつも余所余所(よそよそ)しい 胸騒ぎが聴こえないように 世界から言葉なんか 消えてしまえばいい 地球と太陽みたいに 光と影が生まれて 君を探してばかり 距離は縮まらない (HEY！HEY！HEY！) 重力 引力 惹かれて 1から10まで君次第 存在するだけで 影響 与えてる インフルエンサー ブンブンブン ブンブンブン ブンブンブン ブンブンブン インフルエンサー (HEY！HEY！HEY！) その他(ほか)の誰かなんて 全然 興味ないけど(なぜだか) 君が何を考えてるか 知りたくてしょうがない (振り回されてる) ミュージックやファッションとか 映画や小説とか(何でも) お気に入りのもの 手にすれば 時間を共有できるんだ 外見よりももっと深く 恋は内面 覗くことさ 君らしさに溺れてしまう 切なさがもの足りない 僕は叫んでいる 自転と公転みたいに 意識と愛が回って 君を想い続ける 宇宙の中心さ (HEY！HEY！HEY！) どんなに離れていたって 働き掛けるその力 もし君がいなくなったら 僕は僕じゃなくなる インフルエンサー 地球と太陽みたいに 光と影が生まれて 君を探してばかり 距離は縮まらない (HEY！HEY！HEY！) 重力 引力 惹かれて 1から10まで君次第 存在するだけで 影響 与えてる インフルエンサー ブンブンブン ブンブンブン ブンブンブン ブンブンブン インフルエンサー (HEY！HEY！HEY！) ブンブンブン ブンブンブン ブンブンブン ブンブンブン インフルエンサー (HEY！HEY！HEY！)
59,優秀作品賞,222246,EXCITE_by_三浦大知,"I don't wanna know 下手な真実なら I don't wanna know 知らないくらいがいいのに Why... 気づけば I came too far 止まらない 感じる この予感は The new beginning 未知の領域 今を切り拓くんだ I gotta believe (Turn it on) 相当 EXCITE EXCITE 高鳴る EXCITE EXCITE 心が 導くあの場所へ 駆け抜けていくだけ (Hey) I'm on the mission right now (Hey) I'm on the mission right now EXCITE EXCITE 答えは I. この手の中 II. 進むべき Life III. 生きていくだけ Didn't wanna know 夢見るほどに Didn't wanna know 傷が増えてくのは Why... 気づけば No one's around 神が与えし たった一つの Trial “Hey what's the purpose？” 着いてきな 鮮やかに越えてくよ I gotta believe (Turn it on) 相当 EXCITE EXCITE 高鳴る EXCITE EXCITE 心が 導くあの場所へ 駆け抜けていくだけ (Hey) I'm on the mission right now (Hey) I'm on the mission right now EXCITE EXCITE 答えは I. この手の中 II. 終わり無き Game III. 楽しむだけ 0から1 1から宇宙の果てまで 照らし出す 光は此処にある Yeah no one can't stop me, no one can't stop me now 相当 EXCITE EXCITE 高鳴る EXCITE EXCITE 心が 導くあの場所へ 駆け抜けていくだけ (Hey) I'm on the mission right now (Hey) I'm on the mission right now EXCITE EXCITE 答えは EXCITE EXCITE 答えは I. この手の中 II. 進むべき Life III. 生きていくだけ"
59,優秀作品賞,225816,男の絶唱_by_氷川きよし,鬼も蛇も出る 浮世の川を 命からがら 度胸で渡る 浮いて沈んで 汚れても 泥に咲く花 睡蓮の あゝ 睡蓮の 純なこころは 忘れまい 春の風吹く 桜の下で 惚れたあの娘と ふたりの宴 何度見ただろう そんな夢 苦労“く”の字で 眠る夜は あゝ 眠る夜は 遠い故郷(こきょう)が 近くなる いかに時代が 移ってゆけど 見失うかよ こころの灯り 雪の如月(きさらぎ) 風弥生(かぜやよい) 越えて卯月(うづき)の 酒酌(く)めば あゝ 酒酌(く)めば 夢は千里を 駆け巡る
59,優秀作品賞,223597,男の流儀_by_三山ひろし,酒は手酌の 日暮れ酒 店は古びた 縄のれん 隣りの客に 相槌を 静かに徳利 二本飲む 涙や嘆きは 酒の邪魔 野暮は嫌いだ ぐいと飲め 恋は本気で 想うもの 惚れたはれたと 騒ぐなよ 激しく燃える 恋もあり 巷で忍ぶ 恋もある 女は心を 込めて抱け どこで咲いても 花になる 人はふるさと 離れても お国なまりが ついてくる 夜雨に打たれ つぶやけば まぶたに浮かぶ 田舎駅 親からもらった この命 熱い滾(たぎ)りが 俺を呼ぶ
